"Jul.Day","YYYY/MM/DD","Wdy","DZD/USD","ARS/USD","AUD/USD","ATS/USD","BSD/USD","BHD/USD","BBD/USD","BEF/USD","BMD/USD","BRL/USD","GBP/USD","BGN/USD","CAD/USD","CLP/USD","CNY/USD","COP/USD","HRK/USD","CYP/USD","CZK/USD","DKK/USD"
2458848,"2019/12/30","Mon",,59.732,1.4286,12.282,,,,36.006,,4.0219,0.76181,1.7469,1.3059,746.73,6.9872,3292.5,6.6528,0.52239,22.743,6.6717
2458849,"2019/12/31","Tue",,59.408,1.4238,12.255,,,,35.928,,4.0198,0.75626,1.7401,1.2988,742.67,6.9641,3274.6,6.6190,0.52126,22.606,6.6475
2458851,"2020/01/02","Thu",,59.797,1.4310,12.312,,,,36.095,,4.0273,0.76043,1.7465,1.2992,750.22,6.9625,3250.9,6.6478,0.52368,22.692,6.6723
2458852,"2020/01/03","Fri",,59.833,1.4375,12.328,,,,36.141,,4.0486,0.76432,1.7554,1.2988,757.08,6.9678,3252.5,6.6832,0.52435,22.761,6.7073
2458855,"2020/01/06","Mon",,59.648,1.4418,12.296,,,,36.046,,4.0582,0.76008,1.7464,1.2970,772.36,6.9769,3247.2,6.6480,0.52298,22.592,6.6731
2458856,"2020/01/07","Tue",,59.801,1.4561,12.344,,,,36.187,,4.0768,0.76210,1.7523,1.3009,768.32,6.9455,3259.4,6.6728,0.52502,22.646,6.6954
2458857,"2020/01/08","Wed",,59.794,1.4566,12.379,,,,36.289,,4.0579,0.76296,1.7606,1.3026,759.98,6.9472,3241.8,6.7056,0.52650,22.744,6.7273
2458858,"2020/01/09","Thu",,59.735,1.4587,12.390,,,,36.321,,4.0795,0.76597,1.7635,1.3079,765.81,6.9311,3250.7,6.7140,0.52697,22.770,6.7384
2458859,"2020/01/10","Fri",,59.780,1.4496,12.382,,,,36.299,,4.0784,0.76554,1.7606,1.3051,770.52,6.9199,3279.2,6.7015,0.52664,22.743,6.7272
2458862,"2020/01/13","Mon",,59.910,1.4477,12.359,,,,36.230,,4.1344,0.76984,1.7583,1.3048,774.46,6.8928,3283.1,6.6926,0.52565,22.682,6.7184
2458863,"2020/01/14","Tue",,60.083,1.4488,12.370,,,,36.264,,4.1362,0.76858,1.7584,1.3062,770.18,6.8856,3282.0,6.6937,0.52614,22.617,6.7190
2458864,"2020/01/15","Wed",,59.840,1.4492,12.338,,,,36.171,,4.1720,0.76783,1.7524,1.3050,775.94,6.8902,3303.1,6.6700,0.52479,22.529,6.6954
2458865,"2020/01/16","Thu",,60.038,1.4490,12.352,,,,36.212,,4.1838,0.76551,1.7524,1.3045,774.92,6.8803,3319.0,6.6679,0.52539,22.553,6.6958
2458866,"2020/01/17","Fri",,59.968,1.4534,12.402,,,,36.357,,4.1772,0.76759,1.7621,1.3062,771.94,6.8603,3322.0,6.7011,0.52749,22.656,6.7327
2458869,"2020/01/20","Mon",,59.959,1.4560,12.412,,,,36.387,,4.1850,0.76927,1.7622,1.3053,769.86,6.8664,3331.3,6.6998,0.52792,22.638,6.7329
2458870,"2020/01/21","Tue",,60.051,1.4587,12.399,,,,36.348,,4.2003,0.76603,1.7611,1.3067,772.66,6.9064,3349.8,6.6969,0.52736,22.570,6.7284
2458871,"2020/01/22","Wed",,60.029,1.4614,12.412,,,,36.387,,4.1851,0.76145,1.7734,1.3116,770.86,6.9068,3328.4,6.7439,0.52792,22.792,6.7760
2458872,"2020/01/23","Thu",,60.041,1.4603,12.444,,,,36.482,,4.1671,0.76262,1.7607,1.3143,777.67,6.9356,3366.9,6.7014,0.52930,22.650,6.7279
2458873,"2020/01/24","Fri",,60.038,1.4644,12.476,,,,36.574,,4.1807,0.76444,1.7735,1.3140,776.50,6.9377,3375.2,6.7477,0.53064,22.814,6.7763
2458876,"2020/01/27","Mon",,60.153,1.4788,12.488,,,,36.610,,4.2155,0.76591,1.7733,1.3182,789.65,6.9379,3398.2,6.7469,0.53116,22.876,6.7753
2458877,"2020/01/28","Tue",,60.197,1.4810,12.499,,,,36.642,,4.2025,0.76926,1.7757,1.3179,786.82,6.9363,3391.7,6.7556,0.53162,22.898,6.7845
2458878,"2020/01/29","Wed",,,1.4822,12.506,,,,36.662,,4.2133,0.76873,1.7804,1.3196,790.94,6.9380,3396.1,6.7746,0.53191,22.947,6.8026
2458879,"2020/01/30","Thu",,60.240,1.4901,12.475,,,,36.571,,4.2567,0.76386,1.7733,1.3217,796.05,6.9381,3412.9,6.7480,0.53060,22.894,6.7757
2458880,"2020/01/31","Fri",,60.376,1.4936,12.427,,,,36.431,,4.2784,0.75899,1.7694,1.3233,799.80,6.9355,3427.2,6.7346,0.52856,22.807,6.7609
2458883,"2020/02/03","Mon",,60.322,1.4944,12.442,,,,36.477,,4.2453,0.76850,1.7726,1.3275,787.58,7.0201,3397.7,6.7490,0.52922,22.819,6.7729
2458884,"2020/02/04","Tue",,60.595,1.4857,12.461,,,,36.532,,4.2449,0.76743,1.7701,1.3278,782.25,6.9995,3370.1,6.7443,0.53003,22.756,6.7634
2458885,"2020/02/05","Wed",,60.556,1.4813,12.506,,,,36.662,,4.2484,0.76940,1.7748,1.3289,777.39,6.9722,3355.4,6.7668,0.53192,22.737,6.7814
2458886,"2020/02/06","Thu",,60.687,1.4838,12.529,,,,36.730,,4.2637,0.77276,1.7791,1.3290,783.37,6.9691,3381.8,6.7826,0.53291,22.644,6.7974
2458887,"2020/02/07","Fri",,60.769,1.4978,12.562,,,,36.827,,4.3114,0.77431,1.7818,1.3305,789.97,6.9990,3411.5,6.7919,0.53431,22.804,6.8077
2458890,"2020/02/10","Mon",,60.961,1.4969,12.598,,,,36.932,,4.3201,0.77378,1.7867,1.3319,794.62,6.9843,3445.2,6.8102,0.53583,22.862,6.8261
2458891,"2020/02/11","Tue",,61.081,1.4893,12.605,,,,36.954,,4.3240,0.77212,1.7935,1.3292,791.92,6.9665,3424.3,6.8399,0.53615,22.893,6.8520
2458892,"2020/02/12","Wed",,61.274,1.4835,12.638,,,,37.050,,4.3441,0.77116,1.7917,1.3254,790.93,6.9721,3383.1,6.8317,0.53754,22.791,6.8448
2458893,"2020/02/13","Thu",,61.375,1.4861,12.687,,,,37.192,,4.3363,0.76642,1.7997,1.3256,793.62,6.9768,3379.8,6.8565,0.53960,22.852,6.8756
2458894,"2020/02/14","Fri",,61.440,1.4891,12.689,,,,37.198,,4.3086,0.76744,1.8041,1.3249,790.42,6.9879,3380.8,6.8712,0.53969,22.902,6.8918
2458898,"2020/02/18","Tue",,61.636,1.4952,12.734,,,,37.333,,4.3526,0.76845,1.8076,1.3258,795.64,6.9963,3406.2,6.8799,0.54164,23.011,6.9041
2458899,"2020/02/19","Wed",,61.718,1.4981,12.748,,,,37.371,,4.3710,0.77288,1.8120,1.3231,797.87,6.9968,3391.6,6.8979,0.54220,23.127,6.9201
2458900,"2020/02/20","Thu",,61.716,1.5108,12.743,,,,37.358,,4.3902,0.77663,1.8122,1.3254,806.53,7.0239,3393.3,6.9027,0.54201,23.199,6.9199
2458901,"2020/02/21","Fri",,61.835,1.5098,12.689,,,,37.198,,4.3890,0.77162,1.8061,1.3224,802.58,7.0266,3393.3,6.8789,0.53969,23.143,6.8985
2458904,"2020/02/24","Mon",,61.653,1.5133,12.683,,,,37.181,,4.3883,0.77388,1.8071,1.3279,807.17,7.0296,3431.8,6.8973,0.53945,23.271,6.9018
2458905,"2020/02/25","Tue",,61.707,1.5156,12.664,,,,37.125,,4.3875,0.76942,1.8034,1.3281,810.74,7.0121,3433.2,6.8758,0.53863,23.261,6.8882
2458906,"2020/02/26","Wed",,62.031,1.5243,12.649,,,,37.082,,4.4180,0.77407,1.7987,1.3307,810.48,7.0222,3440.7,6.8614,0.53801,23.309,6.8710
2458907,"2020/02/27","Thu",,62.130,1.5195,12.531,,,,36.735,,4.4745,0.77608,1.7854,1.3361,813.99,7.0063,3511.6,6.8124,0.53298,23.080,6.8215
2458908,"2020/02/28","Fri",,62.284,1.5386,12.514,,,,36.687,,4.4943,0.78121,1.7798,1.3429,818.58,6.9906,3539.2,6.7973,0.53228,23.105,6.7999
2458911,"2020/03/02","Mon",,62.348,1.5304,12.343,,,,36.184,,4.4879,0.78247,1.7582,1.3356,813.85,6.9599,3485.5,6.7274,0.52498,22.946,6.7180
2458912,"2020/03/03","Tue",,62.316,1.5154,12.331,,,,36.150,,4.4963,0.78091,1.7591,1.3363,805.53,6.9671,3450.3,6.7326,0.52448,22.913,6.7215
2458913,"2020/03/04","Wed",,62.200,1.5115,12.366,,,,36.252,,4.5489,0.77897,1.7623,1.3392,816.56,6.9281,3471.3,6.7445,0.52597,22.834,6.7336
2458914,"2020/03/05","Thu",,62.511,1.5158,12.289,,,,36.027,,4.6355,0.77329,1.7467,1.3415,823.31,6.9364,3527.8,6.6896,0.52270,22.636,6.6724
2458915,"2020/03/06","Fri",,62.473,1.5076,12.160,,,,35.649,,4.6375,0.76841,1.7254,1.3421,825.78,6.9323,3585.0,6.6196,0.51722,22.459,6.5898
2458918,"2020/03/09","Mon",,62.751,1.5102,12.026,,,,35.256,,4.7462,0.76243,1.7034,1.3598,844.21,6.9484,3801.6,6.5756,0.51151,22.212,6.5055
2458919,"2020/03/10","Tue",,62.444,1.5357,12.134,,,,35.573,,4.6609,0.77132,1.7238,1.3731,833.37,6.9559,3766.2,6.6478,0.51611,22.673,6.5851
2458920,"2020/03/11","Wed",,62.800,1.5347,12.178,,,,35.701,,4.6911,0.77572,1.7256,1.3745,838.39,6.9560,3843.1,6.6828,0.51797,22.736,6.5929
2458921,"2020/03/12","Thu",,62.650,1.5791,12.317,,,,36.107,,4.8662,0.79307,1.7411,1.3820,848.93,7.0259,4021.4,6.7658,0.52387,23.327,6.6525
2458922,"2020/03/13","Fri",,62.782,1.6085,12.397,,,,36.342,,4.7639,0.80539,1.7667,1.3901,834.23,7.0030,3937.5,6.8317,0.52728,23.524,6.7506
2458925,"2020/03/16","Mon",,63.023,1.6305,12.338,,,,36.170,,4.9694,0.81546,1.7576,1.3964,853.12,7.0030,4093.4,6.8104,0.52477,24.227,6.7156
2458926,"2020/03/17","Tue",,63.252,1.6684,12.524,,,,36.716,,5.0230,0.82817,1.7872,1.4175,855.27,7.0104,4064.7,6.9288,0.53270,24.659,6.8291
2458927,"2020/03/18","Wed",,63.156,1.7149,12.647,,,,37.076,,5.1441,0.85316,1.8002,1.4496,865.17,7.0437,4143.1,6.9894,0.53792,24.994,6.8786
2458928,"2020/03/19","Thu",,63.766,1.7207,12.823,,,,37.591,,5.1401,0.86049,1.8146,1.4495,864.24,7.1089,4156.7,7.0587,0.54539,25.613,6.9335
2458929,"2020/03/20","Fri",,63.633,1.7115,12.867,,,,37.721,,5.0200,0.85259,1.8372,1.4332,851.00,7.0915,4076.9,7.1484,0.54728,25.543,7.0163
2458932,"2020/03/23","Mon",,63.473,1.7253,12.787,,,,37.487,,5.1011,0.86548,1.8262,1.4482,858.42,7.0886,4128.0,7.1019,0.54389,25.803,6.9754
2458933,"2020/03/24","Tue",,63.700,1.6903,12.754,,,,37.391,,5.0792,0.85156,1.8033,1.4491,846.41,7.0619,4107.2,7.0185,0.54248,25.641,6.8849
2458934,"2020/03/25","Wed",,63.888,1.6743,12.701,,,,37.234,,5.0448,0.84712,1.8001,1.4302,844.34,7.1119,4081.7,7.0026,0.54021,25.261,6.8737
2458935,"2020/03/26","Thu",,64.423,1.6546,12.508,,,,36.667,,5.0096,0.82762,1.7801,1.4077,832.21,7.0739,3977.1,6.9279,0.53199,25.076,6.7954
2458936,"2020/03/27","Fri",,64.241,1.6365,12.458,,,,36.523,,5.0909,0.81000,1.7712,1.4056,838.05,7.0954,4036.9,6.8953,0.52989,24.722,6.7564
2458939,"2020/03/30","Mon",,64.422,1.6253,12.476,,,,36.575,,5.1608,0.80670,1.7718,1.4156,851.27,7.0993,4060.8,6.9091,0.53066,24.745,6.7643
2458940,"2020/03/31","Tue",,64.686,1.6352,12.527,,,,36.724,,5.1929,0.80590,1.7767,1.4187,856.30,7.0864,4065.8,6.9273,0.53281,24.811,6.7836
2458941,"2020/04/01","Wed",,64.543,1.6455,12.590,,,,36.910,,5.2500,0.80678,1.7823,1.4217,863.27,7.1014,4071.9,6.9518,0.53552,24.941,6.8020
2458942,"2020/04/02","Thu",,64.917,1.6547,12.673,,,,37.151,,5.2651,0.80737,1.7948,1.4179,863.85,7.0860,4037.5,7.0023,0.53901,25.285,6.8515
2458943,"2020/04/03","Fri",,64.784,1.6663,12.746,,,,37.367,,5.3066,0.81599,1.8079,1.4142,864.88,7.0923,3996.3,7.0530,0.54215,25.456,6.9040
2458946,"2020/04/06","Mon",,65.017,1.6431,12.746,,,,37.367,,5.2575,0.81363,1.8082,1.4127,854.03,7.0919,3974.1,7.0501,0.54214,25.520,6.9026
2458947,"2020/04/07","Tue",,65.079,1.6146,12.624,,,,37.008,,5.2206,0.81017,1.7926,1.3986,842.25,7.0494,3912.4,6.9953,0.53694,24.945,6.8445
2458948,"2020/04/08","Wed",,65.269,1.6090,12.660,,,,37.114,,5.1882,0.80706,1.8019,1.4034,851.15,7.0665,3890.2,7.0235,0.53846,25.043,6.8765
2458949,"2020/04/09","Thu",,64.972,1.5861,12.597,,,,36.928,,5.0836,0.80286,1.7918,1.3985,840.05,7.0453,3865.4,6.9788,0.53578,24.653,6.8397
2458953,"2020/04/13","Mon",,65.291,1.5674,12.609,,,,36.963,,5.1787,0.79940,,1.3936,836.79,7.0526,3853.0,,0.53629,,
2458954,"2020/04/14","Tue",,65.443,1.5584,12.543,,,,36.772,,5.1842,0.79343,1.7824,1.3904,850.52,7.0507,3860.1,6.9379,0.53351,24.482,6.8005
2458955,"2020/04/15","Wed",,65.526,1.5822,12.619,,,,36.994,,5.2481,0.79925,1.7971,1.4086,859.13,7.0677,3917.4,6.9925,0.53673,24.801,6.8580
2458956,"2020/04/16","Thu",,65.607,1.5860,12.675,,,,37.159,,5.2459,0.80252,1.7983,1.4122,848.99,7.0787,3928.6,6.9888,0.53912,24.874,6.8609
2458957,"2020/04/17","Fri",,65.901,1.5728,12.656,,,,37.102,,5.2514,0.80033,1.7967,1.4037,852.25,7.0715,3977.3,6.9556,0.53830,24.953,6.8534
2458960,"2020/04/20","Mon",,66.196,1.5702,12.662,,,,37.120,,5.2955,0.80312,1.7977,1.4086,860.62,7.0748,3976.6,6.9399,0.53855,25.119,6.8554
2458961,"2020/04/21","Tue",,66.060,1.5914,12.681,,,,37.175,,5.3175,0.81388,1.8046,1.4203,863.41,7.0944,4047.1,6.9848,0.53936,25.325,6.8816
2458962,"2020/04/22","Wed",,66.284,1.5828,12.701,,,,37.236,,5.3883,0.81118,1.8006,1.4155,859.09,7.0846,4047.9,6.9693,0.54024,25.349,6.8670
2458963,"2020/04/23","Thu",,66.407,1.5673,12.744,,,,37.359,,5.4635,0.80929,1.8064,1.4063,862.99,7.0704,4023.1,6.9964,0.54203,25.447,6.8881
2458964,"2020/04/24","Fri",,66.387,1.5683,12.743,,,,37.357,,5.6700,0.81010,1.8162,1.4090,859.15,7.0804,4034.3,7.0132,0.54200,25.361,6.9254
2458967,"2020/04/27","Mon",,66.596,1.5480,12.699,,,,37.230,,5.6620,0.80524,1.8017,1.4053,856.07,7.0867,4029.7,6.9574,0.54015,25.042,6.8714
2458968,"2020/04/28","Tue",,66.535,1.5391,12.688,,,,37.197,,5.5468,0.80333,1.8011,1.3978,845.92,7.0775,4040.0,6.9618,0.53968,25.073,6.8670
2458969,"2020/04/29","Wed",,66.716,1.5307,12.673,,,,37.151,,5.4108,0.80404,1.7998,1.3922,834.14,7.0778,3982.1,6.9605,0.53901,24.961,6.8622
2458970,"2020/04/30","Thu",,66.825,1.5328,12.604,,,,36.950,,5.4294,0.79595,1.8044,1.3910,836.95,7.0609,3930.8,6.9924,0.53610,25.000,6.8811
2458971,"2020/05/01","Fri",,66.394,1.5556,12.525,,,,36.719,,5.4881,0.79911,,1.4066,834.45,7.0612,3956.1,,0.53274,,
2458974,"2020/05/04","Mon",,66.767,1.5589,12.609,,,,36.965,,5.5672,0.80435,1.7900,1.4085,836.90,7.0637,3993.4,6.9391,0.53631,24.819,6.8294
2458975,"2020/05/05","Tue",,67.003,1.5498,12.682,,,,37.179,,5.5550,0.80311,1.8054,1.4032,832.79,7.0619,3923.2,6.9911,0.53941,24.903,6.8874
2458976,"2020/05/06","Wed",,66.971,1.5564,12.733,,,,37.327,,5.6746,0.80903,1.8144,1.4124,838.79,7.1046,3953.3,7.0216,0.54156,25.035,6.9222
2458977,"2020/05/07","Thu",,67.377,1.5445,12.737,,,,37.340,,5.8299,0.81058,1.8061,1.4015,836.59,7.0854,3930.4,6.9872,0.54175,25.079,6.8893
2458978,"2020/05/08","Fri",,67.279,1.5319,12.690,,,,37.203,,5.7626,0.80585,1.8026,1.3934,826.94,7.0731,3876.1,6.9654,0.53976,25.117,6.8756
2458981,"2020/05/11","Mon",,67.307,1.5425,12.722,,,,37.295,,5.8045,0.81079,1.8106,1.4012,825.13,7.0983,3897.9,7.0032,0.54110,25.550,6.9056
2458982,"2020/05/12","Tue",,67.503,1.5372,12.670,,,,37.144,,5.8009,0.81232,1.8059,1.4015,822.77,7.0819,3880.1,6.9856,0.53890,25.322,6.8863
2458983,"2020/05/13","Wed",,67.414,1.5461,12.694,,,,37.214,,5.9056,0.81644,1.8057,1.4073,819.32,7.0897,3892.9,6.9894,0.53993,25.304,6.8833
2458984,"2020/05/14","Thu",,67.610,1.5559,12.750,,,,37.379,,5.9078,0.81985,1.8101,1.4090,821.40,7.0982,3945.5,7.0089,0.54232,25.517,6.9018
2458985,"2020/05/15","Fri",,67.686,1.5572,12.719,,,,37.287,,5.8264,0.82397,1.8098,1.4094,824.75,7.1038,3925.4,7.0043,0.54098,25.529,6.9009
2458989,"2020/05/19","Tue",,67.944,1.5250,12.580,,,,36.881,,5.7243,0.81604,1.7817,1.3893,819.81,7.1028,3821.8,6.8971,0.53509,25.042,6.7923
2458990,"2020/05/20","Wed",,68.005,1.5169,12.532,,,,36.738,,5.7005,0.81626,1.7862,1.3892,803.38,7.0950,3793.1,6.9200,0.53302,25.051,6.8099
2458991,"2020/05/21","Thu",,68.001,1.5216,12.548,,,,36.787,,5.5941,0.81764,1.7802,1.3935,802.07,7.1133,3772.2,6.8997,0.53372,24.768,6.7866
2458992,"2020/05/22","Fri",,67.970,1.5322,12.628,,,,37.020,,5.5770,0.82118,1.7947,1.4015,803.92,7.1323,3773.6,6.9598,0.53710,24.969,6.8435
2458995,"2020/05/25","Mon",,68.243,1.5280,12.626,,,,37.015,,5.4710,0.82018,1.7921,1.3984,803.02,7.1347,3780.5,6.9499,0.53704,24.993,6.8328
2458996,"2020/05/26","Tue",,68.196,1.5037,12.534,,,,36.746,,5.3670,0.81043,1.7781,1.3804,800.21,7.1338,3718.4,6.8947,0.53313,24.613,6.7782
2458997,"2020/05/27","Wed",,68.325,1.5146,12.521,,,,36.707,,5.3000,0.81625,1.7818,1.3780,819.10,7.1696,3736.2,6.9140,0.53256,24.644,6.7946
2458998,"2020/05/28","Thu",,68.420,1.5034,12.441,,,,36.471,,5.3369,0.81199,1.7763,1.3764,810.75,7.1464,3722.9,6.8934,0.52915,24.537,6.7702
2458999,"2020/05/29","Fri",,68.436,1.5045,12.388,,,,36.317,,5.4045,0.81086,1.7647,1.3787,802.48,7.1361,3705.5,6.8457,0.52691,24.291,6.7258
2459002,"2020/06/01","Mon",,68.726,1.4769,12.370,,,,36.264,,5.3725,0.80280,1.7506,1.3630,793.27,7.1324,3719.7,6.7931,0.52614,24.040,6.6726
2459003,"2020/06/02","Tue",,68.746,1.4545,12.315,,,,36.103,,5.2445,0.79716,1.7498,1.3515,780.22,7.1019,3637.4,6.7859,0.52380,23.839,6.6690
2459004,"2020/06/03","Wed",,68.861,1.4444,12.256,,,,35.931,,5.0729,0.79459,1.7407,1.3504,767.62,7.1149,3579.3,6.7391,0.52131,23.727,6.6347
2459005,"2020/06/04","Thu",,68.844,1.4419,12.165,,,,35.664,,5.1051,0.79445,1.7378,1.3508,774.25,7.1132,3591.0,6.7282,0.51743,23.655,6.6245
2459006,"2020/06/05","Fri",,69.088,1.4341,12.178,,,,35.701,,4.9792,0.78850,1.7237,1.3429,765.49,7.0865,3563.0,6.6731,0.51797,23.434,6.5716
2459009,"2020/06/08","Mon",,68.964,1.4290,12.179,,,,35.703,,4.9076,0.78770,1.7304,1.3383,769.05,7.0735,3594.0,6.6933,0.51800,23.522,6.5964
2459010,"2020/06/09","Tue",,69.103,1.4373,12.139,,,,35.586,,4.8971,0.78626,1.7286,1.3423,770.69,7.0796,3639.2,6.6924,0.51631,23.540,6.5907
2459011,"2020/06/10","Wed",,69.261,1.4264,12.102,,,,35.478,,4.8994,0.78336,1.7197,1.3390,767.56,7.0622,3680.2,6.6554,0.51473,23.397,6.5554
2459012,"2020/06/11","Thu",,69.188,1.4529,12.123,,,,35.539,,4.9772,0.79174,1.7301,1.3553,786.65,7.0662,3738.9,6.6942,0.51561,23.600,6.5946
2459013,"2020/06/12","Fri",,69.375,1.4591,12.221,,,,35.826,,5.0505,0.79775,1.7327,1.3596,791.45,7.0812,3753.3,6.7028,0.51979,23.652,6.6045
2459016,"2020/06/15","Mon",,69.119,1.4561,12.197,,,,35.756,,5.1667,0.79597,1.7342,1.3604,798.08,7.0928,3774.8,6.7009,0.51877,23.660,6.6113
2459017,"2020/06/16","Tue",,69.600,1.4494,12.210,,,,35.796,,5.1512,0.79361,1.7309,1.3558,781.40,7.0836,3737.3,6.6794,0.51935,23.509,6.5986
2459018,"2020/06/17","Wed",,69.649,1.4496,12.253,,,,35.920,,5.2437,0.79731,1.7437,1.3555,803.19,7.0857,3758.7,6.7276,0.52115,23.680,6.6473
2459019,"2020/06/18","Thu",,69.766,1.4595,12.271,,,,35.974,,5.3500,0.80461,1.7464,1.3589,813.36,7.0887,3757.5,6.7385,0.52194,23.832,6.6575
2459020,"2020/06/19","Fri",,69.769,1.4569,12.283,,,,36.009,,5.3366,0.80841,1.7472,1.3587,813.85,7.0729,3735.6,6.7595,0.52244,23.837,6.6603
2459023,"2020/06/22","Mon",,69.991,1.4485,12.233,,,,35.863,,5.2419,0.80352,1.7417,1.3545,820.89,7.0694,3730.4,6.7615,0.52032,23.760,6.6383
2459024,"2020/06/23","Tue",,70.077,1.4386,12.153,,,,35.629,,5.1647,0.79920,1.7313,1.3516,817.83,7.0616,3708.3,6.7071,0.51693,23.557,6.5980
2459025,"2020/06/24","Wed",,70.049,1.4522,12.211,,,,35.797,,5.2719,0.80335,1.7338,1.3591,821.13,7.0786,3722.1,6.7148,0.51936,23.699,6.6071
